time,wx (rad/s),wy (rad/s),wz (rad/s)
28.399712,0.20,-0.08,0.27
28.401100,0.21,-0.09,0.28
28.402301,0.21,-0.09,0.28
28.403281,0.22,-0.10,0.29
28.404287,0.22,-0.11,0.29
28.405326,0.23,-0.11,0.29
28.406445,0.24,-0.12,0.30
28.407461,0.24,-0.12,0.31
28.408553,0.24,-0.13,0.31
28.409797,0.25,-0.13,0.31
28.410862,0.26,-0.14,0.32
28.411920,0.26,-0.14,0.32
28.413130,0.27,-0.15,0.32
28.414278,0.28,-0.16,0.33
28.417220,0.28,-0.16,0.33
28.418187,0.29,-0.16,0.34
28.420292,0.30,-0.17,0.34
28.422546,0.30,-0.18,0.35
28.424262,0.31,-0.18,0.35
28.426035,0.31,-0.19,0.35
28.428268,0.32,-0.19,0.36
28.430347,0.32,-0.20,0.36
28.432106,0.33,-0.21,0.37
28.434012,0.33,-0.21,0.37
28.435718,0.34,-0.21,0.37
28.438275,0.35,-0.22,0.38
28.440130,0.35,-0.22,0.38
28.442378,0.36,-0.23,0.39
28.448852,0.36,-0.24,0.39
28.449919,0.37,-0.24,0.40
28.450377,0.38,-0.24,0.40
28.450756,0.38,-0.25,0.40
28.452550,0.39,-0.25,0.41
28.454666,0.39,-0.26,0.41
28.456018,0.39,-0.26,0.41
28.458517,0.40,-0.27,0.42
28.473659,0.41,-0.28,0.42
28.475537,0.41,-0.28,0.43
28.477044,0.42,-0.29,0.43
28.478198,0.42,-0.29,0.44
28.479465,0.43,-0.29,0.44
28.480849,0.44,-0.30,0.44
28.482107,0.44,-0.30,0.45
28.483221,0.45,-0.31,0.45
28.484274,0.45,-0.31,0.45
28.485521,0.46,-0.32,0.46
28.486372,0.47,-0.32,0.46
28.487055,0.47,-0.33,0.47
28.488056,0.47,-0.34,0.47
28.489017,0.48,-0.34,0.47
28.490150,0.48,-0.34,0.48
28.491066,0.49,-0.35,0.48
28.492024,0.49,-0.35,0.48
28.495256,0.50,-0.36,0.49
28.497132,0.50,-0.37,0.49
28.498498,0.51,-0.37,0.49
28.500431,0.52,-0.37,0.50
28.502387,0.52,-0.38,0.50
28.503738,0.52,-0.38,0.50
28.506301,0.53,-0.39,0.51
28.507501,0.54,-0.40,0.51
28.509758,0.54,-0.40,0.51
28.512184,0.54,-0.41,0.52
28.514327,0.54,-0.41,0.52
28.516305,0.55,-0.42,0.52
28.518425,0.56,-0.43,0.53
28.519686,0.56,-0.43,0.53
28.521848,0.57,-0.43,0.53
28.523497,0.57,-0.44,0.54
28.525869,0.57,-0.44,0.54
28.527868,0.58,-0.45,0.54
28.530224,0.59,-0.46,0.54
28.532488,0.59,-0.46,0.55
28.533851,0.60,-0.47,0.55
28.535950,0.60,-0.47,0.55
28.538217,0.60,-0.48,0.55
28.539735,0.61,-0.49,0.56
28.542245,0.61,-0.49,0.56
28.544552,0.62,-0.49,0.56
28.546187,0.62,-0.50,0.56
28.548221,0.63,-0.51,0.57
28.550725,0.63,-0.52,0.57
28.551791,0.64,-0.52,0.57
28.554101,0.64,-0.53,0.57
28.555696,0.65,-0.53,0.57
28.558166,0.65,-0.54,0.58
28.559799,0.65,-0.55,0.58
28.566098,0.66,-0.55,0.59
28.567096,0.66,-0.55,0.58
28.567446,0.66,-0.56,0.59
28.567813,0.67,-0.57,0.59
28.570303,0.67,-0.57,0.59
28.571702,0.67,-0.58,0.59
28.574144,0.68,-0.58,0.59
28.575877,0.68,-0.59,0.60
28.590742,0.68,-0.60,0.60
28.592995,0.69,-0.60,0.60
28.594410,0.69,-0.61,0.60
28.595896,0.69,-0.61,0.60
28.597418,0.70,-0.62,0.60
28.598784,0.70,-0.63,0.61
28.600176,0.70,-0.63,0.61
28.601612,0.71,-0.64,0.61
28.603050,0.71,-0.65,0.61
28.604129,0.71,-0.65,0.61
28.605367,0.72,-0.66,0.61
28.606433,0.72,-0.67,0.61
28.607521,0.72,-0.67,0.61
28.608538,0.73,-0.68,0.61
28.609748,0.73,-0.69,0.62
28.610757,0.73,-0.69,0.61
28.611911,0.73,-0.70,0.62
28.613179,0.74,-0.71,0.62
28.613638,0.73,-0.71,0.62
28.616166,0.74,-0.72,0.62
28.618400,0.74,-0.72,0.62
28.619685,0.75,-0.73,0.62
28.622237,0.75,-0.73,0.62
28.623569,0.75,-0.74,0.62
28.626074,0.75,-0.74,0.63
28.628510,0.76,-0.76,0.63
28.630634,0.76,-0.76,0.63
28.631597,0.76,-0.76,0.63
28.634706,0.76,-0.77,0.63
28.635364,0.77,-0.78,0.63
28.638413,0.77,-0.78,0.63
28.639730,0.77,-0.79,0.63
28.641922,0.77,-0.79,0.63
28.644643,0.77,-0.80,0.63
28.645691,0.77,-0.81,0.63
28.647472,0.78,-0.81,0.63
28.650735,0.78,-0.82,0.63
28.651384,0.78,-0.82,0.63
28.654007,0.78,-0.83,0.63
28.655771,0.78,-0.83,0.63
28.658213,0.78,-0.84,0.63
28.659640,0.78,-0.84,0.64
28.666007,0.79,-0.85,0.64
28.667024,0.79,-0.86,0.63
28.667418,0.79,-0.86,0.64
28.667761,0.79,-0.87,0.64
28.670099,0.79,-0.87,0.64
28.671538,0.79,-0.88,0.63
28.674231,0.79,-0.88,0.63
28.675761,0.79,-0.89,0.64
28.686443,0.80,-0.89,0.63
28.688853,0.80,-0.90,0.64
28.690038,0.80,-0.90,0.64
28.691209,0.80,-0.91,0.64
28.692236,0.80,-0.92,0.64
28.693668,0.80,-0.92,0.63
28.695188,0.80,-0.92,0.64
28.696910,0.80,-0.93,0.64
28.698565,0.80,-0.93,0.64
28.699887,0.80,-0.94,0.64
28.701051,0.80,-0.94,0.64
28.701902,0.80,-0.95,0.64
28.702589,0.81,-0.95,0.64
28.703696,0.81,-0.96,0.64
28.706717,0.80,-0.96,0.64
28.708518,0.81,-0.96,0.64
28.710035,0.81,-0.97,0.63
28.711475,0.80,-0.97,0.63
28.715765,0.81,-0.98,0.64
28.716697,0.80,-0.98,0.63
28.717425,0.81,-0.99,0.63
28.719694,0.80,-0.99,0.63
28.722043,0.81,-1.00,0.63
28.723324,0.80,-1.00,0.63
28.725728,0.80,-1.00,0.63
28.727929,0.81,-1.01,0.63
28.730126,0.80,-1.01,0.63
28.731661,0.80,-1.02,0.63
28.733725,0.80,-1.02,0.63
28.735307,0.80,-1.02,0.63
28.737768,0.80,-1.03,0.63
28.739596,0.80,-1.03,0.62
28.742159,0.80,-1.03,0.62
28.744317,0.80,-1.04,0.63
28.745200,0.80,-1.04,0.62
28.747549,0.80,-1.05,0.62
28.750130,0.80,-1.05,0.62
28.751295,0.79,-1.06,0.62
28.753560,0.79,-1.06,0.62
28.755290,0.79,-1.06,0.62
28.757711,0.79,-1.07,0.62
28.759313,0.79,-1.07,0.61
28.765976,0.79,-1.07,0.61
28.766953,0.79,-1.08,0.61
28.767330,0.78,-1.08,0.61
28.767665,0.78,-1.08,0.61
28.770301,0.78,-1.08,0.61
28.771178,0.78,-1.09,0.61
28.773520,0.78,-1.09,0.60
28.775246,0.78,-1.10,0.60
28.786738,0.77,-1.10,0.60
28.787742,0.77,-1.10,0.60
28.788131,0.77,-1.10,0.60
28.788555,0.77,-1.11,0.60
28.788910,0.77,-1.11,0.59
28.789247,0.76,-1.11,0.59
28.789598,0.76,-1.12,0.59
28.791424,0.76,-1.12,0.59
28.794416,0.76,-1.12,0.59
28.795821,0.76,-1.13,0.59
28.797411,0.75,-1.13,0.58
28.799618,0.75,-1.13,0.58
28.802102,0.75,-1.13,0.58
28.803235,0.75,-1.14,0.58
28.809223,0.74,-1.14,0.57
28.810073,0.74,-1.14,0.57
28.810786,0.74,-1.15,0.57
28.811582,0.74,-1.15,0.57
28.814024,0.73,-1.15,0.57
28.815479,0.73,-1.15,0.56
28.817132,0.73,-1.16,0.56
28.819323,0.72,-1.16,0.56
28.821282,0.72,-1.16,0.56
28.823169,0.72,-1.16,0.55
28.825255,0.71,-1.16,0.55
28.827902,0.71,-1.16,0.55
28.829283,0.71,-1.17,0.54
28.831038,0.70,-1.17,0.54
28.833307,0.70,-1.17,0.54
28.834972,0.70,-1.17,0.54
28.837245,0.69,-1.17,0.53
28.839230,0.69,-1.17,0.53
28.841249,0.69,-1.18,0.53
28.844265,0.69,-1.18,0.53
28.845812,0.68,-1.18,0.53
28.847317,0.68,-1.18,0.52
28.849338,0.67,-1.18,0.52
28.850924,0.67,-1.18,0.52
28.853112,0.67,-1.18,0.52
28.854886,0.66,-1.18,0.51
28.857309,0.66,-1.18,0.51
28.859145,0.66,-1.18,0.51
28.867446,0.65,-1.18,0.50
28.868891,0.65,-1.18,0.50
28.869835,0.64,-1.18,0.50
28.870726,0.64,-1.18,0.50
28.871445,0.63,-1.18,0.49
28.872141,0.63,-1.18,0.49
28.873035,0.62,-1.18,0.49
28.875485,0.62,-1.18,0.49
28.884856,0.62,-1.18,0.48
28.885989,0.61,-1.18,0.48
28.886359,0.61,-1.18,0.48
28.886710,0.60,-1.18,0.47
28.887032,0.60,-1.18,0.47
28.887370,0.60,-1.17,0.47
28.889608,0.59,-1.18,0.47
28.890824,0.59,-1.17,0.47
28.894112,0.58,-1.17,0.46
28.895168,0.58,-1.17,0.46
28.897502,0.57,-1.17,0.46
28.899026,0.57,-1.16,0.45
28.900932,0.56,-1.16,0.45
28.902996,0.56,-1.16,0.45
28.905532,0.55,-1.16,0.45
28.906825,0.55,-1.15,0.44
28.908992,0.54,-1.15,0.44
28.911467,0.54,-1.15,0.44
28.913472,0.53,-1.15,0.43
28.914864,0.53,-1.15,0.43
28.916871,0.52,-1.14,0.43
28.919146,0.52,-1.14,0.43
28.921479,0.52,-1.14,0.43
28.922943,0.51,-1.13,0.42
28.924801,0.51,-1.13,0.42
28.927132,0.50,-1.13,0.42
28.929465,0.49,-1.13,0.42
28.930781,0.49,-1.12,0.42
28.933561,0.48,-1.12,0.41
28.934871,0.48,-1.11,0.41
28.937511,0.47,-1.11,0.41
28.939012,0.47,-1.11,0.41
28.941509,0.47,-1.10,0.40
28.944088,0.46,-1.10,0.40
28.944839,0.45,-1.09,0.40
28.947291,0.44,-1.09,0.39
28.950228,0.44,-1.09,0.39
28.951090,0.44,-1.08,0.39
28.953506,0.43,-1.08,0.38
28.954887,0.43,-1.08,0.38
28.957369,0.42,-1.07,0.38
28.959140,0.42,-1.06,0.38
28.966756,0.41,-1.06,0.38
28.967716,0.40,-1.05,0.38
28.968193,0.40,-1.05,0.37
28.968742,0.39,-1.05,0.37
28.969179,0.39,-1.04,0.37
28.971141,0.38,-1.04,0.36
28.973640,0.37,-1.03,0.36
28.974994,0.37,-1.02,0.36
28.985796,0.36,-1.02,0.35
28.986847,0.36,-1.01,0.35
28.987337,0.35,-1.01,0.35
28.987764,0.35,-1.00,0.35
28.988178,0.34,-1.00,0.35
28.988762,0.33,-0.99,0.34
28.989188,0.33,-0.99,0.34
28.991091,0.32,-0.99,0.34
28.994206,0.32,-0.98,0.34
28.995264,0.31,-0.97,0.33
28.996950,0.30,-0.97,0.33
28.999564,0.30,-0.96,0.33
29.001241,0.30,-0.95,0.33
29.003319,0.29,-0.95,0.32
29.005159,0.28,-0.94,0.32
29.007190,0.28,-0.94,0.32
29.008637,0.27,-0.93,0.32
29.010656,0.26,-0.92,0.31
29.012884,0.26,-0.92,0.31
29.014934,0.24,-0.92,0.31
29.016681,0.24,-0.91,0.30
29.018644,0.24,-0.90,0.30
29.020580,0.23,-0.89,0.30
29.023129,0.22,-0.89,0.30
29.024754,0.22,-0.89,0.29
29.026920,0.21,-0.88,0.29
29.028825,0.20,-0.87,0.29
29.031183,0.20,-0.86,0.29
29.032916,0.19,-0.86,0.28
29.034900,0.18,-0.85,0.28
29.036650,0.18,-0.85,0.28
29.039367,0.17,-0.84,0.28
29.040583,0.16,-0.83,0.27
29.043591,0.16,-0.83,0.27
29.044599,0.15,-0.81,0.27
29.046771,0.14,-0.81,0.27
29.048891,0.14,-0.81,0.26
29.050760,0.13,-0.80,0.26
29.052690,0.13,-0.79,0.26
29.055198,0.12,-0.78,0.26
29.056507,0.11,-0.78,0.25
29.059171,0.10,-0.77,0.25
29.061980,0.10,-0.76,0.25
29.062944,0.09,-0.76,0.24
29.064844,0.09,-0.75,0.24
29.067169,0.08,-0.74,0.24
29.068579,0.07,-0.74,0.24
29.070846,0.07,-0.73,0.24
29.072507,0.06,-0.72,0.23
29.075074,0.05,-0.71,0.23
29.082091,0.05,-0.71,0.23
29.083198,0.04,-0.70,0.22
29.083581,0.03,-0.69,0.22
29.083932,0.03,-0.68,0.22
29.084868,0.02,-0.68,0.22
29.087880,0.01,-0.67,0.21
29.088733,0.01,-0.66,0.21
29.091239,0.00,-0.65,0.21
29.107001,-0.01,-0.64,0.21
29.109277,-0.01,-0.64,0.21
29.110873,-0.02,-0.63,0.21
29.112542,-0.03,-0.62,0.20
29.114176,-0.03,-0.61,0.20
29.115821,-0.04,-0.60,0.20
29.117096,-0.05,-0.60,0.20
29.117846,-0.05,-0.59,0.19
29.118892,-0.06,-0.58,0.19
29.119659,-0.07,-0.57,0.19
29.120860,-0.08,-0.57,0.19
29.121734,-0.08,-0.55,0.19
29.122754,-0.09,-0.55,0.18
29.123583,-0.09,-0.54,0.18
29.124493,-0.11,-0.53,0.18
29.125656,-0.11,-0.52,0.18
29.126751,-0.11,-0.51,0.18
29.127905,-0.12,-0.51,0.17
29.129286,-0.13,-0.49,0.17
29.132455,-0.13,-0.49,0.17
29.133456,-0.14,-0.48,0.17
29.134832,-0.15,-0.47,0.17
29.136827,-0.16,-0.46,0.17
29.139065,-0.16,-0.45,0.16
29.140561,-0.17,-0.45,0.16
29.144014,-0.18,-0.43,0.16
29.145065,-0.18,-0.43,0.16
29.146593,-0.19,-0.42,0.16
29.148431,-0.20,-0.41,0.16
29.150851,-0.21,-0.40,0.15
29.152250,-0.21,-0.39,0.15
29.154660,-0.22,-0.38,0.15
29.156923,-0.23,-0.37,0.15
29.158843,-0.23,-0.36,0.15
29.166622,-0.24,-0.35,0.15
29.167855,-0.25,-0.34,0.14
29.168243,-0.25,-0.34,0.14
29.168696,-0.27,-0.33,0.14
29.169037,-0.27,-0.32,0.14
29.171154,-0.27,-0.31,0.14
29.172605,-0.28,-0.30,0.14
29.174820,-0.29,-0.29,0.13
29.193554,-0.29,-0.28,0.13
29.195710,-0.30,-0.27,0.13
29.197102,-0.31,-0.26,0.13
29.198073,-0.32,-0.25,0.13
29.199141,-0.32,-0.25,0.13
29.200204,-0.33,-0.23,0.13
29.201352,-0.34,-0.23,0.13
29.202762,-0.35,-0.22,0.12
29.203761,-0.35,-0.21,0.12
29.205026,-0.36,-0.20,0.12
29.206039,-0.37,-0.19,0.12
29.207090,-0.37,-0.18,0.12
29.208075,-0.38,-0.17,0.11
29.209577,-0.38,-0.16,0.11
29.210972,-0.40,-0.15,0.11
29.212198,-0.40,-0.15,0.11
29.213308,-0.41,-0.14,0.11
29.214885,-0.41,-0.13,0.11
29.216666,-0.42,-0.12,0.11
29.217612,-0.43,-0.11,0.10
29.218497,-0.43,-0.11,0.10
29.219394,-0.44,-0.10,0.10
29.222877,-0.45,-0.09,0.10
29.223910,-0.46,-0.08,0.10
29.225426,-0.46,-0.07,0.09
29.234246,-0.47,-0.06,0.09
29.235198,-0.48,-0.06,0.09
29.235573,-0.49,-0.05,0.09
29.235905,-0.49,-0.04,0.08
29.236223,-0.50,-0.03,0.08
29.236686,-0.51,-0.02,0.08
29.238678,-0.51,-0.01,0.08
29.240569,-0.52,-0.01,0.08
29.244522,-0.53,0.01,0.08
29.245450,-0.54,0.01,0.08
29.246957,-0.54,0.02,0.07
29.249637,-0.55,0.03,0.07
29.250843,-0.56,0.04,0.07
29.252887,-0.56,0.04,0.07
29.254450,-0.57,0.05,0.06
29.256579,-0.57,0.06,0.06
29.258603,-0.58,0.07,0.06
29.264733,-0.59,0.07,0.06
29.265708,-0.59,0.08,0.06
29.266081,-0.60,0.09,0.05
29.266992,-0.61,0.10,0.05
29.268886,-0.62,0.10,0.05
29.270518,-0.62,0.11,0.05
29.272399,-0.63,0.12,0.04
29.274384,-0.64,0.13,0.04
29.287926,-0.64,0.13,0.04
29.291034,-0.65,0.14,0.04
29.293059,-0.66,0.15,0.04
29.294352,-0.67,0.16,0.03
29.295684,-0.67,0.16,0.03
29.297560,-0.68,0.17,0.03
29.299058,-0.69,0.18,0.03
29.299672,-0.69,0.19,0.02
29.300020,-0.69,0.19,0.02
29.300505,-0.70,0.20,0.02
29.300891,-0.71,0.21,0.02
29.301229,-0.72,0.22,0.01
29.301558,-0.72,0.23,0.01
29.303860,-0.73,0.23,0.01
29.304711,-0.74,0.24,0.01
29.306233,-0.74,0.25,0.00
29.308054,-0.75,0.25,0.00
29.312721,-0.76,0.26,0.00
29.313687,-0.76,0.27,-0.00
29.314209,-0.77,0.28,-0.00
29.316194,-0.77,0.28,-0.01
29.318731,-0.78,0.29,-0.01
29.320124,-0.78,0.29,-0.01
29.322426,-0.79,0.30,-0.01
29.324424,-0.80,0.31,-0.02
29.327056,-0.80,0.32,-0.02
29.328693,-0.81,0.33,-0.02
29.330421,-0.82,0.34,-0.02
29.332866,-0.82,0.34,-0.03
29.334266,-0.83,0.35,-0.03
29.336105,-0.84,0.36,-0.03
29.338340,-0.84,0.36,-0.03
29.340478,-0.84,0.37,-0.04
29.344065,-0.85,0.38,-0.04
29.346103,-0.85,0.38,-0.04
29.347147,-0.86,0.39,-0.04
29.348729,-0.87,0.40,-0.05
29.350599,-0.87,0.40,-0.05
29.352308,-0.88,0.41,-0.05
29.354484,-0.89,0.42,-0.05
29.356457,-0.89,0.42,-0.05
29.358592,-0.90,0.43,-0.06
29.362002,-0.90,0.44,-0.06
29.363683,-0.91,0.44,-0.06
29.365016,-0.91,0.46,-0.06
29.366145,-0.92,0.47,-0.07
29.368502,-0.92,0.46,-0.07
29.370857,-0.93,0.48,-0.07
29.372506,-0.93,0.48,-0.08
29.374644,-0.94,0.49,-0.08
29.383970,-0.95,0.50,-0.08
29.384993,-0.95,0.51,-0.08
29.385367,-0.95,0.51,-0.09
29.385713,-0.96,0.52,-0.09
29.386108,-0.96,0.52,-0.09
29.386462,-0.97,0.53,-0.09
29.388561,-0.97,0.54,-0.09
29.390619,-0.98,0.54,-0.10
29.391915,-0.98,0.55,-0.10
29.410522,-0.99,0.56,-0.10
29.412314,-0.99,0.56,-0.10
29.413376,-1.00,0.57,-0.11
29.414473,-1.00,0.58,-0.11
29.415470,-1.01,0.58,-0.11
29.416625,-1.01,0.59,-0.12
29.417785,-1.02,0.60,-0.12
29.418871,-1.02,0.60,-0.12
29.419983,-1.03,0.61,-0.12
29.421041,-1.03,0.61,-0.13
29.421905,-1.03,0.62,-0.13
29.422724,-1.04,0.63,-0.13
29.423558,-1.04,0.64,-0.14
29.424595,-1.05,0.64,-0.14
29.425640,-1.05,0.65,-0.14
29.426780,-1.05,0.65,-0.14
29.427717,-1.06,0.66,-0.14
29.429077,-1.06,0.67,-0.15
29.430312,-1.07,0.67,-0.15
29.433348,-1.07,0.68,-0.15
29.435063,-1.08,0.68,-0.16
29.436842,-1.08,0.69,-0.16
29.438445,-1.08,0.69,-0.16
29.440126,-1.08,0.70,-0.17
29.443338,-1.09,0.70,-0.17
29.444217,-1.09,0.71,-0.17
29.446707,-1.10,0.72,-0.18
29.448388,-1.10,0.72,-0.18
29.450092,-1.10,0.73,-0.18
29.451912,-1.11,0.73,-0.19
29.454083,-1.11,0.73,-0.19
29.456246,-1.11,0.74,-0.19
29.458614,-1.12,0.74,-0.20
29.464924,-1.12,0.75,-0.20
29.465866,-1.12,0.75,-0.20
29.466228,-1.13,0.76,-0.20
29.466595,-1.13,0.76,-0.21
29.468306,-1.14,0.77,-0.21
29.470938,-1.14,0.77,-0.21
29.472486,-1.14,0.78,-0.22
29.474383,-1.14,0.78,-0.22
29.491032,-1.15,0.79,-0.23
29.492923,-1.15,0.79,-0.23
29.494109,-1.15,0.79,-0.23
29.495304,-1.15,0.80,-0.24
29.496702,-1.16,0.80,-0.24
29.497974,-1.16,0.80,-0.24
29.499065,-1.16,0.81,-0.25
29.500514,-1.16,0.81,-0.25
29.501466,-1.17,0.82,-0.25
29.502492,-1.17,0.82,-0.26
29.503277,-1.17,0.82,-0.26
29.504154,-1.17,0.83,-0.26
29.505081,-1.18,0.83,-0.27
29.506147,-1.18,0.83,-0.27
29.507006,-1.18,0.84,-0.28
29.508059,-1.18,0.84,-0.28
29.509336,-1.18,0.84,-0.28
29.510417,-1.18,0.85,-0.29
29.513514,-1.19,0.85,-0.29
29.515297,-1.19,0.86,-0.29
29.516247,-1.19,0.86,-0.30
29.518413,-1.19,0.86,-0.30
29.519990,-1.19,0.86,-0.30
29.522459,-1.19,0.87,-0.31
29.523981,-1.19,0.87,-0.31
29.526564,-1.20,0.87,-0.31
29.528055,-1.20,0.87,-0.32
29.530587,-1.20,0.88,-0.32
29.532321,-1.20,0.88,-0.32
29.533794,-1.20,0.88,-0.33
29.535718,-1.20,0.89,-0.33
29.538231,-1.20,0.89,-0.33
29.540014,-1.20,0.89,-0.34
29.542302,-1.21,0.89,-0.34
29.544645,-1.21,0.90,-0.34
29.546489,-1.21,0.90,-0.35
29.548409,-1.21,0.90,-0.35
29.550564,-1.21,0.90,-0.35
29.551997,-1.21,0.91,-0.36
29.554091,-1.21,0.91,-0.36
29.556008,-1.20,0.91,-0.36
29.558637,-1.21,0.92,-0.37
29.561915,-1.21,0.92,-0.37
29.562984,-1.21,0.92,-0.37
29.564073,-1.21,0.92,-0.38
29.566580,-1.21,0.92,-0.38
29.567842,-1.21,0.93,-0.38
29.570691,-1.21,0.93,-0.38
29.571971,-1.21,0.93,-0.39
29.574736,-1.21,0.94,-0.39
29.581622,-1.21,0.94,-0.39
29.582717,-1.21,0.94,-0.40
29.583111,-1.21,0.94,-0.40
29.583445,-1.21,0.94,-0.40
29.583775,-1.21,0.94,-0.40
29.586909,-1.21,0.95,-0.41
29.587886,-1.21,0.95,-0.41
29.590561,-1.21,0.95,-0.41
29.609407,-1.20,0.95,-0.42
29.611184,-1.20,0.95,-0.42
29.612575,-1.20,0.95,-0.42
29.613820,-1.20,0.96,-0.42
29.615110,-1.20,0.96,-0.42
29.616258,-1.20,0.96,-0.43
29.617584,-1.20,0.96,-0.43
29.618763,-1.20,0.96,-0.43
29.619782,-1.20,0.97,-0.44
29.620760,-1.19,0.97,-0.44
29.621574,-1.20,0.97,-0.44
29.622288,-1.19,0.97,-0.44
29.622979,-1.19,0.97,-0.45
29.624128,-1.19,0.97,-0.45
29.625425,-1.19,0.97,-0.45
29.626533,-1.19,0.97,-0.45
29.627648,-1.19,0.98,-0.45
29.629029,-1.18,0.97,-0.45
29.630231,-1.19,0.98,-0.46
29.631408,-1.18,0.98,-0.46
29.632521,-1.18,0.98,-0.46
29.635714,-1.18,0.98,-0.46
29.636957,-1.18,0.98,-0.46
29.637772,-1.17,0.98,-0.47
29.639850,-1.17,0.98,-0.47
29.643409,-1.17,0.98,-0.47
29.644262,-1.17,0.98,-0.47
29.646274,-1.17,0.98,-0.47
29.647689,-1.16,0.98,-0.47
29.649865,-1.17,0.98,-0.48
29.651709,-1.17,0.98,-0.48
29.654202,-1.16,0.98,-0.48
29.655976,-1.16,0.98,-0.48
29.658255,-1.16,0.98,-0.49
29.664458,-1.16,0.98,-0.49
29.665383,-1.15,0.98,-0.49
29.665767,-1.15,0.98,-0.49
29.666142,-1.15,0.98,-0.49
29.668425,-1.15,0.97,-0.49
29.671406,-1.15,0.97,-0.49
29.672148,-1.14,0.97,-0.50
29.674365,-1.14,0.97,-0.50
29.691399,-1.14,0.97,-0.50
29.693368,-1.13,0.97,-0.50
29.694592,-1.13,0.97,-0.50
29.695785,-1.13,0.97,-0.51
29.697280,-1.13,0.97,-0.50
29.698280,-1.13,0.96,-0.51
29.699657,-1.12,0.96,-0.51
29.700822,-1.12,0.96,-0.51
29.701883,-1.12,0.96,-0.51
29.702635,-1.12,0.96,-0.51
29.703483,-1.11,0.96,-0.51
29.704470,-1.11,0.95,-0.51
29.705403,-1.11,0.95,-0.52
29.706318,-1.10,0.95,-0.51
29.707249,-1.10,0.95,-0.51
29.708207,-1.10,0.95,-0.52
29.709440,-1.09,0.94,-0.52
29.710494,-1.09,0.94,-0.52
29.711840,-1.08,0.94,-0.52
29.714694,-1.08,0.94,-0.52
29.715538,-1.08,0.94,-0.52
29.718303,-1.08,0.93,-0.52
29.719688,-1.07,0.93,-0.52
29.721950,-1.07,0.93,-0.53
29.723511,-1.07,0.92,-0.52
29.727264,-1.06,0.92,-0.52
29.728252,-1.06,0.92,-0.52
29.730405,-1.05,0.91,-0.52
29.731922,-1.05,0.91,-0.52
29.733431,-1.05,0.91,-0.52
29.735603,-1.05,0.91,-0.53
29.738110,-1.04,0.90,-0.52
29.739675,-1.04,0.90,-0.53
29.741997,-1.03,0.90,-0.52
29.744154,-1.03,0.90,-0.53
29.746031,-1.03,0.89,-0.53
29.747942,-1.02,0.89,-0.53
29.749554,-1.02,0.88,-0.52
29.751531,-1.01,0.88,-0.53
29.753994,-1.01,0.88,-0.53
29.755686,-1.01,0.88,-0.52
29.758202,-1.00,0.87,-0.52
29.759439,-1.00,0.87,-0.53
29.761881,-0.99,0.87,-0.52
29.763533,-0.99,0.86,-0.52
29.766389,-0.98,0.86,-0.52
29.767757,-0.98,0.86,-0.52
29.770119,-0.98,0.85,-0.52
29.771294,-0.97,0.85,-0.52
29.773769,-0.96,0.85,-0.52
29.780681,-0.96,0.85,-0.52
29.781659,-0.96,0.84,-0.52
29.782112,-0.95,0.84,-0.51
29.782448,-0.95,0.83,-0.52
29.783727,-0.94,0.83,-0.51
29.786104,-0.94,0.83,-0.51
29.787483,-0.93,0.82,-0.51
29.790715,-0.93,0.82,-0.51
29.791372,-0.92,0.82,-0.51
29.801984,-0.92,0.81,-0.51
29.804025,-0.92,0.81,-0.50
29.805417,-0.91,0.81,-0.50
29.806622,-0.91,0.80,-0.50
29.807778,-0.90,0.80,-0.50
29.809270,-0.90,0.80,-0.50
29.810434,-0.89,0.79,-0.50
29.811690,-0.88,0.79,-0.50
29.813053,-0.88,0.79,-0.49
29.816756,-0.87,0.78,-0.49
29.818046,-0.87,0.78,-0.49
29.819062,-0.87,0.77,-0.49
29.820001,-0.86,0.77,-0.49
29.821399,-0.85,0.77,-0.48
29.822489,-0.85,0.76,-0.48
29.823390,-0.84,0.76,-0.48
29.826278,-0.84,0.75,-0.48
29.827436,-0.83,0.75,-0.48
29.829493,-0.83,0.75,-0.47
29.831216,-0.82,0.75,-0.47
29.833334,-0.82,0.74,-0.47
29.835137,-0.81,0.74,-0.46
29.837342,-0.81,0.73,-0.46
29.839407,-0.80,0.73,-0.46
29.841346,-0.80,0.72,-0.46
29.843208,-0.79,0.72,-0.46
29.845634,-0.79,0.72,-0.45
29.847235,-0.78,0.71,-0.45
29.849486,-0.78,0.71,-0.45
29.851297,-0.77,0.71,-0.44
29.853567,-0.77,0.70,-0.44
29.854961,-0.76,0.70,-0.44
29.857051,-0.75,0.69,-0.43
29.865416,-0.75,0.69,-0.43
29.866825,-0.75,0.68,-0.43
29.867827,-0.74,0.68,-0.43
29.869024,-0.73,0.67,-0.42
29.869850,-0.73,0.67,-0.42
29.870562,-0.72,0.66,-0.42
29.871763,-0.72,0.66,-0.41
29.873297,-0.72,0.66,-0.41
29.883760,-0.71,0.65,-0.41
29.885197,-0.70,0.65,-0.40
29.885927,-0.70,0.64,-0.40
29.886728,-0.69,0.64,-0.40
29.887563,-0.69,0.63,-0.39
29.888312,-0.68,0.63,-0.39
29.889522,-0.67,0.62,-0.39
29.890336,-0.67,0.62,-0.38
29.891239,-0.67,0.62,-0.38
29.894608,-0.66,0.61,-0.37
